1.536969357402995229e-04,2.017593942582607269e-05,6.118907913332805037e-05,5.900553078390657902e-04,7.282078149728477001e-05,-6.380289414664730430e-05,-3.619241470005363226e-04,-1.878652983577921987e-04,8.779200725257396698e-04,-1.094597464543767273e-04,-4.131440655328333378e-04,1.147213624790310860e-04,1.401413610437884927e-04,4.215659282635897398e-04,-2.332968142582103610e-04,7.984325202414765954e-05,5.246000946499407291e-04,-1.934184401761740446e-04,1.018311832012841478e-05,7.305409235414117575e-05,2.878943996620364487e-05,-3.126210503978654742e-05,6.633976590819656849e-04,-3.565291117411106825e-04,2.549988721511908807e-06,-6.181623120937729254e-06,6.572730490006506443e-04,-2.160692092729732394e-04,-2.029138413490727544e-04,-3.686977725010365248e-04
4.029598785564303398e-04,-8.272469858638942242e-05,1.360099267913028598e-04,4.032207070849835873e-04,-3.602837969083338976e-04,6.102212937548756599e-04,-1.947926939465105534e-03,-8.040714310482144356e-04,3.982601221650838852e-03,-5.698666209354996681e-04,-1.300261006690561771e-03,1.517054042778909206e-04,6.043809698894619942e-04,4.286823095753788948e-04,-2.017032820731401443e-04,-5.165262264199554920e-04,8.697588928043842316e-04,-1.678596949204802513e-03,9.208892879541963339e-05,-4.727121850010007620e-04,-6.351831834763288498e-04,-5.130866193212568760e-04,1.280747354030609131e-03,-5.119795678183436394e-04,8.700676262378692627e-04,-4.313749013817869127e-05,2.288982039317488670e-03,-2.064457075903192163e-04,-5.501008126884698868e-04,3.899484581779688597e-04
5.795866600237786770e-04,-4.519613285083323717e-04,-1.809464301913976669e-04,2.426735125482082367e-03,-9.093157714232802391e-04,2.364179817959666252e-03,-3.816346637904644012e-03,-4.154175403527915478e-04,6.575761828571557999e-03,-3.221758524887263775e-04,-1.689694123342633247e-03,4.435880109667778015e-04,4.840357287321239710e-04,-1.655353116802871227e-04,-4.142220423091202974e-04,-4.271884099580347538e-04,4.895439487881958485e-04,-2.043836517259478569e-03,2.590480144135653973e-04,-9.373042266815900803e-04,-9.096062276512384415e-04,-8.643558976473286748e-05,4.207531455904245377e-04,-5.138733540661633015e-04,3.504604566842317581e-03,-4.800111491931602359e-05,3.454324789345264435e-03,-8.108638576231896877e-04,1.097630476579070091e-03,3.077649278566241264e-03
3.910583036486059427e-04,-7.284106686711311340e-04,1.424037764081731439e-04,-3.074587148148566484e-04,-1.815823139622807503e-03,7.994955405592918396e-03,-4.822395741939544678e-03,-1.627983059734106064e-03,8.126873522996902466e-03,3.684409661218523979e-03,2.243760740384459496e-03,-5.110108759254217148e-04,0.000000000000000000e+00,-6.091254297643899918e-03,1.456112950108945370e-03,-8.813961176201701164e-04,-2.246334450319409370e-03,-4.830963443964719772e-03,-0.000000000000000000e+00,-1.019793562591075897e-03,-5.774297169409692287e-04,1.520950929261744022e-03,3.678010078147053719e-03,9.299124940298497677e-04,8.625269867479801178e-03,-0.000000000000000000e+00,4.923317115753889084e-03,-2.371021080762147903e-03,-2.402779500698670745e-04,1.180308219045400620e-02
2.737784234341233969e-04,-2.673321636393666267e-03,1.768495538271963596e-03,-1.241688500158488750e-03,-3.605487290769815445e-03,8.105173707008361816e-03,-8.621901273727416992e-03,-2.100340090692043304e-03,1.227116398513317108e-02,1.049019210040569305e-02,1.767332665622234344e-03,-3.960198955610394478e-04,0.000000000000000000e+00,-2.326026093214750290e-03,3.302000695839524269e-03,-9.178597974823787808e-05,-1.077098958194255829e-02,-9.341552853584289551e-03,-0.000000000000000000e+00,-2.798781264573335648e-03,1.045356504619121552e-03,4.499349277466535568e-03,-1.891004969365894794e-03,7.337022572755813599e-03,1.563101261854171753e-02,-0.000000000000000000e+00,6.643825210630893707e-03,-4.125978797674179077e-03,5.814901669509708881e-04,2.260644733905792236e-02
6.518072332255542278e-04,-2.967023523524403572e-03,6.527906749397516251e-03,3.073046915233135223e-03,-3.242457984015345573e-03,-2.187854843214154243e-03,-1.951001957058906555e-02,-2.650017151609063148e-03,3.809629380702972412e-02,9.046846069395542145e-03,1.128100557252764702e-03,1.552230562083423138e-03,-6.411856738850474358e-04,2.083551324903964996e-02,1.222995226271450520e-03,-4.117432981729507446e-03,-1.491287443786859512e-02,-1.723252423107624054e-02,0.000000000000000000e+00,-8.498547598719596863e-03,3.410104895010590553e-03,4.648718982934951782e-03,-1.084420084953308105e-02,6.731961388140916824e-03,2.480702847242355347e-02,0.000000000000000000e+00,5.899739917367696762e-03,-5.084550473839044571e-03,-1.581414369866251945e-03,2.946200221776962280e-02
2.197499707108363509e-04,-6.011782679706811905e-03,7.159128319472074509e-03,2.295650914311408997e-02,4.244375450070947409e-04,-1.219125650823116302e-02,-2.006068080663681030e-02,-1.358193065971136093e-02,5.665892362594604492e-02,-7.158782100304961205e-04,9.291718015447258949e-04,8.187533356249332428e-03,-1.187405548989772797e-02,4.790497198700904846e-02,-8.279205299913883209e-03,-2.248892327770590782e-03,3.940982744097709656e-03,-1.754165627062320709e-02,4.981255624443292618e-03,-4.565750248730182648e-03,1.088638789951801300e-02,-8.374432101845741272e-03,-4.336144309490919113e-03,3.583668963983654976e-03,3.994300588965415955e-02,1.970687299035489559e-04,-7.250253693200647831e-04,-5.009525455534458160e-03,-5.879231728613376617e-03,2.323604747653007507e-02
2.649099100381135941e-03,-4.084616899490356445e-03,1.683529000729322433e-03,1.986912637948989868e-02,-1.125452108681201935e-03,-4.924647975713014603e-03,-2.635938487946987152e-02,-2.541572414338588715e-02,3.272653371095657349e-02,-4.267512354999780655e-03,5.316376686096191406e-03,5.279524251818656921e-03,-6.675202865153551102e-03,4.262854531407356262e-02,-1.285432558506727219e-02,-6.187667138874530792e-03,1.917199231684207916e-02,-2.026963280513882637e-03,1.389890327118337154e-03,-7.059515919536352158e-04,9.219217114150524139e-03,-2.070724405348300934e-02,2.710306725930422544e-04,-4.675845149904489517e-03,4.539216309785842896e-02,-2.737211761996150017e-04,-8.954412187449634075e-04,2.835615887306630611e-04,-4.928016569465398788e-03,1.733481325209140778e-02
5.011312663555145264e-03,-4.787399433553218842e-03,-4.461628850549459457e-03,-2.925150282680988312e-02,-2.068083966150879860e-03,1.317696459591388702e-02,-1.096197776496410370e-02,-1.104324311017990112e-02,1.669018180109560490e-03,-7.610316388309001923e-04,-6.918971892446279526e-03,6.104005500674247742e-03,1.007160404697060585e-03,-2.828915975987911224e-02,-5.581901641562581062e-04,-1.634146459400653839e-02,5.508386064320802689e-03,2.102741226553916931e-02,7.753285579383373260e-03,3.270172281190752983e-03,-8.538103662431240082e-03,-4.134848713874816895e-02,1.872320659458637238e-03,-5.876118317246437073e-03,4.046169295907020569e-02,-4.247243981808423996e-03,1.149960793554782867e-03,7.591397967189550400e-03,-2.998304320499300957e-03,-7.844556123018264771e-03
-1.540722791105508804e-03,-4.049410112202167511e-03,-7.506716530770063400e-03,-6.135209649801254272e-02,-6.850592326372861862e-03,2.454261109232902527e-02,-2.399723604321479797e-02,-3.815215546637773514e-03,1.383589021861553192e-02,-8.022980182431638241e-04,-2.145116589963436127e-02,9.486075490713119507e-03,2.845005365088582039e-03,-1.301322132349014282e-01,2.279922552406787872e-02,-1.786615513265132904e-02,-4.116406291723251343e-02,2.642951719462871552e-02,5.609129220829345286e-05,2.602170966565608978e-02,-2.938386425375938416e-02,-4.069461300969123840e-02,-2.237652428448200226e-03,-7.183344103395938873e-03,5.583660211414098740e-03,-1.502525340765714645e-02,1.252202689647674561e-02,1.183176692575216293e-02,-1.535924238851293921e-04,-6.639447808265686035e-02
-2.988979103974997997e-04,2.937177196145057678e-04,-3.208701731637120247e-03,-2.011338435113430023e-02,-2.511334838345646858e-03,1.353106647729873657e-02,-1.200187113136053085e-02,-1.089328201487660408e-03,2.962990291416645050e-02,3.508665831759572029e-03,-1.384990941733121872e-02,1.266952324658632278e-02,1.235321257263422012e-02,-1.241083368659019470e-01,2.730200812220573425e-02,-3.959433641284704208e-03,-2.958233468234539032e-02,7.165048271417617798e-03,1.459290942875668406e-04,1.763192750513553619e-02,-7.249600719660520554e-03,3.836880670860409737e-03,-1.210363302379846573e-02,1.042134687304496765e-02,-2.603808883577585220e-03,-4.821993876248598099e-03,1.027900166809558868e-02,-2.811841259244829416e-04,4.985899198800325394e-03,-9.176675230264663696e-02
-5.494080833159387112e-04,-2.511397004127502441e-03,1.614334806799888611e-02,2.528367005288600922e-02,2.004305133596062660e-03,-5.343305412679910660e-03,-4.430226981639862061e-02,-1.114877220243215561e-02,4.740132018923759460e-02,1.620354875922203064e-02,-1.244302140548825264e-03,2.708595246076583862e-03,3.567302599549293518e-03,5.229580029845237732e-02,-4.592096898704767227e-03,-1.833100430667400360e-02,9.765553288161754608e-03,-2.242203429341316223e-02,-3.172722877934575081e-03,-2.829824574291706085e-02,2.349299192428588867e-02,6.004128605127334595e-02,-1.408016681671142578e-02,2.208502031862735748e-02,-1.250926870852708817e-02,4.596269223839044571e-03,9.027962572872638702e-03,-9.610683657228946686e-03,1.228736527264118195e-02,-4.201036319136619568e-02
1.458369195461273193e-03,-7.475617807358503342e-03,1.760693825781345367e-02,1.737274229526519775e-02,-2.862487745005637407e-04,-1.284355763345956802e-02,-1.960419118404388428e-02,-1.178921665996313095e-02,-1.283037563553079963e-04,2.578194625675678253e-02,-5.365882068872451782e-03,-2.027167752385139465e-02,-1.377282105386257172e-02,1.310092210769653320e-01,-2.097745425999164581e-02,-1.015033945441246033e-02,-2.536235144361853600e-03,-4.727229848504066467e-02,-0.000000000000000000e+00,-3.945288807153701782e-02,1.862900145351886749e-02,4.687713086605072021e-02,1.329827774316072464e-02,4.552214220166206360e-02,7.248147390782833099e-03,2.467568498104810715e-03,9.957101196050643921e-03,-1.873830147087574005e-02,2.468854933977127075e-02,1.983050443232059479e-02
-2.820031950250267982e-03,-6.503801327198743820e-03,-1.013288740068674088e-03,-1.339187962003052235e-03,9.885170584311708808e-05,6.100314785726368427e-04,-2.058592252433300018e-02,-9.149317629635334015e-03,2.133789658546447754e-02,3.317138180136680603e-03,-1.282539032399654388e-02,-3.068360686302185059e-02,-3.302426263689994812e-02,1.237515881657600403e-01,-3.984493203461170197e-03,-4.750965628772974014e-03,2.850944735109806061e-02,-3.736324235796928406e-02,-2.334465272724628448e-03,2.195441536605358124e-02,2.005798742175102234e-02,-3.376781707629561424e-03,1.284477952867746353e-02,-5.146586894989013672e-02,-6.882132729515433311e-04,-1.226773392409086227e-02,-7.977227680385112762e-03,-2.073668316006660461e-02,-4.501829855144023895e-03,1.226550042629241943e-01
-2.103692619130015373e-03,5.614926107227802277e-03,-1.253740210086107254e-02,-2.775584114715456963e-03,7.335930131375789642e-04,2.748326212167739868e-02,-5.001476500183343887e-03,4.506925586611032486e-03,2.010175213217735291e-02,-1.403161697089672089e-02,-1.076836790889501572e-02,-2.120755985379219055e-02,-1.473175268620252609e-02,6.437929719686508179e-02,1.502984389662742615e-02,-4.767422098666429520e-03,9.144696593284606934e-02,-1.161723490804433823e-02,8.248537778854370117e-04,1.233227644115686417e-02,-1.444269157946109772e-02,-4.246150702238082886e-02,7.584172300994396210e-03,-2.955793216824531555e-02,7.169200573116540909e-03,-2.381956391036510468e-02,-2.501158742234110832e-03,-7.285682950168848038e-03,1.126721687614917755e-02,1.429849416017532349e-01
